,,,,,,,,,,,,,,,PERN,R NORTE,R SUL,R AFRCA,AL SOLO,A SOLO V,B. P. INT,P. MNT
,Aeronave,OM,    Data,Piloto,Missão,Tempo de Voo,Obs,Pousos,Etapas,Quadrinhos,ANV,#VALUE!,,,,,,,,,,
,VC1,95,08/03/2026,MAC,REC,00:00,B. P. INT (REC),0,0,1,2590,,,,,,,,,,,
,VC1,,11/03/2026,MAC,PR,05:40,R SUL,1,1,2,2101,,,,,,,,,,,
,VC1,,11/03/2026,TVS,PR,05:40,R SUL,1,2,2,2101,,,,,,,,,,,
,VC1,,11/03/2026,PCI,PR,05:40,R SUL,0,1,2,2101,,,,,,,,,,,
,VC2,,11/03/2026,FAI,ESCAV,03:00,B. P. INT,1,2,1,2590,,,,,,,,,,,
,VC2,,11/03/2026,SMR,ESCAV,03:00,B. P. INT,1,1,1,2590,,,,,,,,,,,
,VC2,,11/03/2026,CPO,ESCAV,08:00,B. P. INT,1,2,1,2590,,,,,,,,,,,
,VC2,,11/03/2026,TOD,ESCAV,03:00,B. P. INT,0,1,1,2590,,,,,,,,,,,
,VC2,90,05/03/2026,SZA,VER,00:35,,0,1,,2590,,,,,,,,,,,
,VC2,90,05/03/2026,DSA,VER,00:35,,1,1,,2590,,,,,,,,,,,
,VC1,91,05/03/2026,MAC,VER,00:55,,1,1,,2101,,,,,,,,,,,
,VC1,91,05/03/2026,OSV,VER,00:55,,0,1,,2101,,,,,,,,,,,
,VC1,92,06/03/2026,VRS,PR,02:40,PERN,2,3,2,2101,,,,,,,,,,,
,VC1,92,06/03/2026,OSV,PR,03:40,PERN,1,3,2,2101,,,,,,,,,,,
,VC1,92,06/03/2026,PCI,PR,01:40,PERN,1,2,2,2101,,,,,,,,,,,
,VC2,96,07/03/2026,CPO,ESCAV,02:40,,1,2,,2590,,,,,,,,,,,
,VC2,96,07/03/2026,CAS,ESCAV,02:40,,1,2,,2590,,,,,,,,,,,
,VC2,94,06/03/2026,IGO,ESCAV,02:40,,1,2,,2590,,,,,,,,,,,
,VC2,94,06/03/2026,LTT,ESCAV,01:20,,0,1,,2590,,,,,,,,,,,
,VC2,94,06/03/2026,SZA,ESCAV,01:20,,1,1,,2590,,,,,,,,,,,
